,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
881,U001,200769623,WAL-MAR associates,23:25.2,2020,1930681131,8/28/2022 0:00,00:00.0,8/29/2022 0:00,NAH4,4341.39,0-15
882,U001,200744019,TARG ,50:31.5,2020,1930775743,8/29/2022 0:00,00:00.0,8/30/2022 0:00,NAA8,1438.94,0-15
883,CA02,140104423,METRO  co,28:08.7,2020,2960624751,8/30/2022 0:00,00:00.0,8/31/2022 0:00,CA10,35547.589,0-15
884,U001,100012482,UNI corporation,24:32.5,2020,1930581923,8/31/2022 0:00,00:00.0,9/1/2022 0:00,NAA8,18743.44,0-15
885,U001,200762301,C&S WH systems,58:47.4,2020,1930761006,9/1/2022 0:00,00:00.0,9/2/2022 0:00,NAC6,104360.23,0-15
886,U001,200769623,WAL-MAR us,57:13.0,2020,1930739054,9/2/2022 0:00,00:00.0,9/3/2022 0:00,NAH4,45747.27,0-15
887,U001,200920735,ALBERT foundation,11:53.0,2020,1930674256,9/3/2022 0:00,00:00.0,9/4/2022 0:00,NAA8,68336.82,16-30
888,U001,200435191,C& trust,29:33.7,2020,1930823121,9/4/2022 0:00,00:00.0,9/5/2022 0:00,NAC6,118691.68,0-15
889,U001,200762301,C&S WH ,57:45.0,2020,1930606710,9/5/2022 0:00,00:00.0,9/6/2022 0:00,C129,53387.42,0-15
890,U001,200769623,WAL-MAR associates,00:14.4,2020,1930773887,9/6/2022 0:00,00:00.0,9/7/2022 0:00,NAH4,66600.51,0-15
891,U001,200726979,BJ'S  systems,29:30.8,2020,1930574472,9/7/2022 0:00,00:00.0,9/8/2022 0:00,NAA8,338.26,0-15
892,U013,140103335,PARAM co,41:37.7,2020,1991840719,9/8/2022 0:00,00:00.0,9/9/2022 0:00,NAVE,10944.3,
893,U001,200418007,AM in,41:42.0,2020,1930592652,9/9/2022 0:00,00:00.0,9/10/2022 0:00,NAA8,7326.58,16-30
894,U001,200769623,WAL-MAR foundation,29:45.9,2020,1930683578,9/10/2022 0:00,00:00.0,9/11/2022 0:00,NAH4,46082.25,0-15
895,U001,200726979,BJ'S  foundation,04:19.1,2020,1930688756,9/11/2022 0:00,00:00.0,9/12/2022 0:00,NAA8,319.93,0-15
896,U001,200769623,WAL-MAR co,11:05.4,2020,1930854579,9/12/2022 0:00,00:00.0,9/13/2022 0:00,NAH4,725.42,0-15
897,U001,CCU013,KRAFT F llc,42:12.7,2020,1930606546,9/13/2022 0:00,00:00.0,9/14/2022 0:00,NAX2,16851.34,31-45
898,U001,200418007,AM systems,18:47.6,2020,1930802074,9/14/2022 0:00,00:00.0,9/15/2022 0:00,NAA8,15291.05,16-30
899,U001,200769623,WAL-MAR trust,24:57.3,2020,1930716937,9/15/2022 0:00,00:00.0,9/16/2022 0:00,NAH4,29600.48,0-15
900,CA02,140106376,ISLAND corp,53:09.1,2020,2960618751,9/16/2022 0:00,00:00.0,9/17/2022 0:00,CA10,51439.857,0-15
901,U001,200769623,WAL-MAR foundation,49:07.7,2020,1930818481,9/17/2022 0:00,00:00.0,9/18/2022 0:00,NAH4,7243.24,0-15
902,U001,200706844,WINC corp,03:05.8,2020,1930690581,9/18/2022 0:00,00:00.0,9/19/2022 0:00,NAA8,2924.67,0-15
903,U001,200705742,DOT llc,15:04.3,2020,1930613666,9/19/2022 0:00,00:00.0,9/20/2022 0:00,NAAW,77222.68,
904,U001,200772670,ASSOCIAT llc,57:05.0,2020,1930773799,9/20/2022 0:00,00:00.0,9/21/2022 0:00,NAU5,1957.44,0-15
905,U001,200704045,RA systems,04:28.8,2020,1930620201,9/21/2022 0:00,00:00.0,9/22/2022 0:00,NAA8,92270.98,0-15
906,CA02,140105686,SYSC us,51:53.9,2020,2960619131,9/22/2022 0:00,00:00.0,9/23/2022 0:00,CA10,528.57,0-15
907,CA02,140106408,WAL-M in,22:00.3,2020,2960626401,9/23/2022 0:00,00:00.0,9/24/2022 0:00,CA10,44178.064,0-15
908,U001,200799367,MCL in,13:35.2,2020,1930641597,9/24/2022 0:00,00:00.0,9/25/2022 0:00,NAGD,369.46,0-15
909,CA02,140104429,COSTCO associates,40:16.6,2020,2960627171,9/25/2022 0:00,00:00.0,9/26/2022 0:00,CA10,9245.81,0-15
910,U001,200769623,WAL-MAR co,15:41.8,2020,1930772124,9/26/2022 0:00,00:00.0,9/27/2022 0:00,NAH4,30330.47,0-15
911,U001,200779906,BOZZU co,00:15.1,2020,1930724849,9/27/2022 0:00,00:00.0,9/28/2022 0:00,NAX2,5.38,
912,U001,200770677,KRAS associates,34:36.5,2020,1930831819,9/28/2022 0:00,00:00.0,9/29/2022 0:00,NAA8,5412.48,0-15
913,U001,200078795,H T H corp,00:41.9,2020,1930626084,9/29/2022 0:00,00:00.0,9/30/2022 0:00,NAA8,222.05,0-15
914,U001,200769623,WAL-MAR systems,08:58.5,2020,1930665755,9/30/2022 0:00,00:00.0,10/1/2022 0:00,NAH4,35.56,0-15
915,U001,200704045,RA systems,01:58.2,2020,1930765687,10/1/2022 0:00,00:00.0,10/2/2022 0:00,NAA8,39869.37,0-15
916,U001,200769623,WAL-MAR corp,05:55.7,2020,1930710823,10/2/2022 0:00,00:00.0,10/3/2022 0:00,NAH4,16537.69,0-15
917,U001,200769623,WAL-MAR systems,47:08.2,2020,1930731574,10/3/2022 0:00,00:00.0,10/4/2022 0:00,NAH4,8030.45,0-15
918,U001,200759878,SA corp,11:12.2,2020,1930584512,10/4/2022 0:00,00:00.0,10/5/2022 0:00,NAH4,40233.82,0-15
919,U001,200794332,COST associates,51:50.4,2020,1930717749,10/5/2022 0:00,00:00.0,10/6/2022 0:00,NAAX,2976.38,0-15
920,U001,200761734,H E BUT llc,16:11.5,2020,1930855874,10/6/2022 0:00,00:00.0,10/7/2022 0:00,NAA8,12877.49,0-15
921,U001,200772670,ASSOCIAT corporation,59:56.5,2020,1930788739,10/7/2022 0:00,00:00.0,10/8/2022 0:00,NAU5,142275.14,0-15
922,U001,200769623,WAL-MAR in,36:17.4,2020,1930617993,10/8/2022 0:00,00:00.0,10/9/2022 0:00,NAH4,4975.79,0-15
923,U001,200769623,WAL-MAR corp,17:21.6,2020,1930842056,10/9/2022 0:00,00:00.0,10/10/2022 0:00,NAH4,64759.81,0-15
924,U001,200704858,WAKE foundation,28:47.4,2020,1930593088,10/10/2022 0:00,00:00.0,10/11/2022 0:00,NAA8,28366.02,0-15
925,U001,200707822,PUBLI ,54:13.8,2020,1930692375,10/11/2022 0:00,00:00.0,10/12/2022 0:00,NAA8,4953.34,0-15
926,U001,200743129,BROOKS trust,15:05.7,2020,1930862202,10/12/2022 0:00,00:00.0,10/13/2022 0:00,NAA8,45951.01,0-15
927,U001,200229974,DARDEN D systems,27:58.8,2020,1930730871,10/13/2022 0:00,00:00.0,10/14/2022 0:00,NAA8,2384.54,0-15
928,U001,200744019,TARG us,46:37.5,2020,1930730471,10/14/2022 0:00,00:00.0,10/15/2022 0:00,NAA8,32520.67,0-15
929,U001,200762301,C&S WH foundation,43:03.9,2020,1930624046,10/15/2022 0:00,00:00.0,10/16/2022 0:00,NAGD,2796.9,0-15
930,U001,200772670,ASSOCIAT trust,34:31.7,2020,1930606286,10/16/2022 0:00,00:00.0,10/17/2022 0:00,NAU5,68196.69,0-15
931,U001,200744019,TARG foundation,36:45.3,2020,1930819921,10/17/2022 0:00,00:00.0,10/18/2022 0:00,NAA8,70342.84,0-15
932,U001,200769623,WAL-MAR corporation,24:43.4,2020,1930881128,10/18/2022 0:00,00:00.0,10/19/2022 0:00,NAH4,53326.6,0-15
933,U001,200900212,CASEY systems,03:17.4,2020,1930731405,10/19/2022 0:00,00:00.0,10/20/2022 0:00,NAA8,47580.25,0-15
934,U001,200793568,SUPE corp,59:41.4,2020,1930705827,10/20/2022 0:00,00:00.0,10/21/2022 0:00,NAA8,118594.94,0-15
935,U001,200729290,KROGER corp,43:09.2,2020,1930585379,10/21/2022 0:00,00:00.0,10/22/2022 0:00,NAA8,16943.11,0-15
936,U001,200794332,COST ,19:04.9,2020,1930587179,10/22/2022 0:00,00:00.0,10/23/2022 0:00,NAAX,8793.09,0-15
937,U001,200769623,WAL-MAR corp,14:32.3,2020,1930842447,10/23/2022 0:00,00:00.0,10/24/2022 0:00,NAH4,661.11,0-15
938,U001,200762301,C&S WH foundation,31:45.3,2020,1930690678,10/24/2022 0:00,00:00.0,10/25/2022 0:00,NAC6,18800.22,0-15
939,U001,200744019,TARG ,39:38.2,2020,1930764135,10/25/2022 0:00,00:00.0,10/26/2022 0:00,NAA8,411.6,0-15
940,U001,200769623,WAL-MAR in,02:10.8,2020,1930847395,10/26/2022 0:00,00:00.0,10/27/2022 0:00,NAH4,39551.52,0-15
941,U001,200803720,DEC foundation,20:53.1,2020,1930617933,10/27/2022 0:00,00:00.0,10/28/2022 0:00,NAM4,49.56,
942,U001,100031704,DELHAIZE corp,10:07.7,2020,1930815967,10/28/2022 0:00,00:00.0,10/29/2022 0:00,NAA8,80941.51,0-15
943,U001,200418007,AM systems,15:41.5,2020,1930788844,10/29/2022 0:00,00:00.0,10/30/2022 0:00,NAGD,22994.96,16-30
944,U001,200782772,ASSOC G corporation,17:13.0,2020,1930621175,10/30/2022 0:00,00:00.0,10/31/2022 0:00,NAA8,89335.01,0-15
945,U001,200561861,CO trust,56:19.6,2020,1930822473,10/31/2022 0:00,00:00.0,11/1/2022 0:00,NAA8,505.78,0-15
946,U001,200762301,C&S WH trust,03:04.8,2020,1930838440,11/1/2022 0:00,00:00.0,11/2/2022 0:00,NAC6,58935.67,0-15
947,U001,200794332,COST llc,31:56.7,2020,1930585563,11/2/2022 0:00,00:00.0,11/3/2022 0:00,NAAX,51407.61,0-15
948,U001,200769623,WAL-MAR us,26:41.6,2020,1930583164,11/3/2022 0:00,00:00.0,11/4/2022 0:00,NAH4,2373.96,0-15
949,U001,200769623,WAL-MAR trust,27:33.3,2020,1930856031,11/4/2022 0:00,00:00.0,11/5/2022 0:00,NAH4,7492.25,0-15
950,U001,200769623,WAL-MAR associates,52:58.9,2020,1930717313,11/5/2022 0:00,00:00.0,11/6/2022 0:00,NAH4,7127.46,0-15
951,U001,200752302,KROGER ,23:42.1,2020,1930832905,11/6/2022 0:00,00:00.0,11/7/2022 0:00,NAA8,84786.8,0-15
952,U001,200769623,WAL-MAR llc,34:02.6,2020,1930619970,11/7/2022 0:00,00:00.0,11/8/2022 0:00,NAH4,22450.7,0-15
953,U001,100031704,DELHAIZE llc,22:45.9,2020,1930813997,11/8/2022 0:00,00:00.0,11/9/2022 0:00,NAA8,1205.34,0-15
954,U001,200708511,UPPER co,01:29.2,2020,1930783910,11/9/2022 0:00,00:00.0,11/10/2022 0:00,NAA8,21041.34,0-15
955,U001,200763814,SYSCO F foundation,24:02.7,2020,1930652054,11/10/2022 0:00,00:00.0,11/11/2022 0:00,NA32,7135.5,0-15
956,U001,200762301,C&S WH in,04:54.3,2020,1930670454,11/11/2022 0:00,00:00.0,11/12/2022 0:00,NAGD,26125.73,0-15
957,U001,200761734,H E BUT trust,41:21.1,2020,1930594626,11/12/2022 0:00,00:00.0,11/13/2022 0:00,NAA8,57421.89,
958,U001,200769623,WAL-MAR systems,41:46.6,2020,1930768166,11/13/2022 0:00,00:00.0,11/14/2022 0:00,NAH4,661.11,0-15
959,U001,200762301,C&S WH foundation,43:27.5,2020,1930818684,11/14/2022 0:00,00:00.0,11/15/2022 0:00,NAC6,18941.51,0-15
960,U001,200772670,ASSOCIAT trust,57:21.0,2020,1930763822,11/15/2022 0:00,00:00.0,11/16/2022 0:00,NAU5,62695.84,0-15
961,U001,200820380,SMITH'S co,42:42.8,2020,1930653020,11/16/2022 0:00,00:00.0,11/17/2022 0:00,NAGD,10672.33,0-15
962,U001,200704045,RA in,56:05.0,2020,1930705411,11/17/2022 0:00,00:00.0,11/18/2022 0:00,NAA8,71007.87,0-15
963,U001,200776463,KROGE trust,39:15.1,2020,1930655231,11/18/2022 0:00,00:00.0,11/19/2022 0:00,NAA8,71609.51,0-15
964,U001,200769623,WAL-MAR ,34:13.4,2020,1930822232,11/19/2022 0:00,00:00.0,11/20/2022 0:00,NAH4,1177.05,0-15
965,U013,100047799,WALM corporation,59:33.5,2020,1991840146,11/20/2022 0:00,00:00.0,11/21/2022 0:00,NAVF,58838.4,
966,U001,200759082,INGL corporation,43:30.5,2020,1930861938,11/21/2022 0:00,00:00.0,11/22/2022 0:00,NAA8,13293.72,0-15
967,U001,200794332,COST corp,01:26.6,2020,1930789256,11/22/2022 0:00,00:00.0,11/23/2022 0:00,NAAX,3107.78,0-15
968,U001,200771157,WEIS systems,26:57.5,2020,1930595879,11/23/2022 0:00,00:00.0,11/24/2022 0:00,NAA8,63301.92,0-15
969,U001,200750051,ALBER foundation,57:03.0,2020,1930722983,11/24/2022 0:00,00:00.0,11/25/2022 0:00,NAA8,20153,16-30
970,U001,200769623,WAL-MAR corporation,16:05.1,2020,1930878196,11/25/2022 0:00,00:00.0,11/26/2022 0:00,NAH4,8216.39,0-15
971,CA02,140106408,WAL-M us,32:01.9,2020,2960617327,11/26/2022 0:00,00:00.0,11/27/2022 0:00,CA10,38353.917,0-15
972,U001,200707822,PUBLI trust,07:25.1,2020,1930723625,11/27/2022 0:00,00:00.0,11/28/2022 0:00,NAA8,68333.96,0-15
973,U001,200769623,WAL-MAR corporation,04:27.9,2020,1930796309,11/28/2022 0:00,00:00.0,11/29/2022 0:00,NAH4,32123.11,0-15
974,U001,200769623,WAL-MAR corp,34:02.2,2020,1930826728,11/29/2022 0:00,00:00.0,11/30/2022 0:00,NAH4,171.06,0-15
975,U001,200769623,WAL-MAR llc,13:55.4,2020,1930768805,11/30/2022 0:00,00:00.0,12/1/2022 0:00,NAH4,34656.99,0-15
976,CA02,140104429,COSTCO systems,24:41.5,2020,2960623674,12/1/2022 0:00,00:00.0,12/2/2022 0:00,CA10,32641.056,0-15
977,U001,200466603,SMITH'S corp,30:18.2,2020,1930778792,12/2/2022 0:00,00:00.0,12/3/2022 0:00,NAA8,100370.77,0-15
978,U001,200592182,DECA llc,50:40.1,2020,1930876736,12/3/2022 0:00,00:00.0,12/4/2022 0:00,NAM4,1161.96,
979,U001,200769623,WAL-MAR us,33:54.0,2020,1930773517,12/4/2022 0:00,00:00.0,12/5/2022 0:00,NAH4,17281.07,0-15
980,U001,200416837,DEC co,14:42.0,2020,1930873209,12/5/2022 0:00,00:00.0,12/6/2022 0:00,NAM2,9838.63,
981,U001,200707822,PUBLI ,59:18.3,2020,1930781792,12/6/2022 0:00,00:00.0,12/7/2022 0:00,NAA8,100920.97,0-15
982,U001,CCU013,KRAFT F ,21:00.5,2020,1930685653,12/7/2022 0:00,00:00.0,12/8/2022 0:00,NAX2,55654.02,31-45
983,U002,200978592,PLAZA foundation,17:10.8,2020,1990571808,12/8/2022 0:00,00:00.0,12/9/2022 0:00,NAG2,115637.36,0-15
984,U001,200723794,MID MO corp,21:31.3,2020,1930690755,12/9/2022 0:00,00:00.0,12/10/2022 0:00,NAA8,97848.23,0-15
985,U001,200704045,RA us,14:49.9,2020,1930717359,12/10/2022 0:00,00:00.0,12/11/2022 0:00,NAA8,62835.41,0-15
986,U001,200696090,UNITE us,38:04.9,2020,1930674663,12/11/2022 0:00,00:00.0,12/12/2022 0:00,NAA8,1712.18,0-15
987,U013,100031686,EWT-EU llc,03:54.1,2020,1991840488,12/12/2022 0:00,00:00.0,12/13/2022 0:00,NAVE,2789.35,0-15
988,U001,100031704,DELHAIZE llc,29:32.4,2020,1930778055,12/13/2022 0:00,00:00.0,12/14/2022 0:00,NAA8,73542.9,0-15
989,U001,200881076,ALBERT llc,24:18.0,2020,1930821966,12/14/2022 0:00,00:00.0,12/15/2022 0:00,NAA8,11703.38,16-30
990,U001,200793568,SUPE in,39:44.1,2020,1930735177,12/15/2022 0:00,00:00.0,12/16/2022 0:00,NAA8,1384.72,0-15
991,U001,200769623,WAL-MAR corporation,09:34.6,2020,1930783805,12/16/2022 0:00,00:00.0,12/17/2022 0:00,NAH4,1414.69,0-15
992,U001,200875006,KROGER systems,13:40.5,2020,1930778204,12/17/2022 0:00,00:00.0,12/18/2022 0:00,NAA8,84691.93,0-15
993,U001,200769623,WAL-MAR us,33:54.0,2020,1930885933,12/18/2022 0:00,00:00.0,12/19/2022 0:00,NAH4,7850.87,0-15
994,U001,200769623,WAL-MAR us,13:46.8,2020,1930731796,12/19/2022 0:00,00:00.0,12/20/2022 0:00,NAH4,36016.97,0-15
995,U001,200769623,WAL-MAR us,48:35.7,2020,1930580219,12/20/2022 0:00,00:00.0,12/21/2022 0:00,NAH4,1898.9,0-15
996,U001,200744019,TARG systems,07:07.9,2020,1930655149,12/21/2022 0:00,00:00.0,12/22/2022 0:00,NAA8,63596.57,0-15
997,U001,200759878,SA corp,18:54.5,2020,1930746181,12/22/2022 0:00,00:00.0,12/23/2022 0:00,NAWP,123800,0-15
998,U001,200769623,WAL-MAR in,07:22.7,2020,1930857151,12/23/2022 0:00,00:00.0,12/24/2022 0:00,NAH4,38507.7,0-15
999,U001,200769623,WAL-MAR systems,27:46.3,2020,1930679094,12/24/2022 0:00,00:00.0,12/25/2022 0:00,NAH4,40387.76,0-15
1000,U001,200020431,DEC co,58:53.6,2020,1930599746,12/25/2022 0:00,00:00.0,12/26/2022 0:00,NAM4,9111.81,
1001,CA02,140104423,METRO  foundation,39:18.6,2020,2960621200,12/26/2022 0:00,00:00.0,12/27/2022 0:00,CA10,35856.093,0-15
1002,U001,200769623,WAL-MAR us,26:41.6,2020,1930710695,12/27/2022 0:00,00:00.0,12/28/2022 0:00,NAH4,2921.11,0-15
1003,U001,200661137,AFFI in,39:03.0,2020,1930676663,12/28/2022 0:00,00:00.0,12/29/2022 0:00,NAA8,14476.69,0-15
1004,U001,CCCA02,KRAFT  trust,34:00.9,2020,1930570710,12/29/2022 0:00,00:00.0,12/30/2022 0:00,NAG2,29376,0-15
1005,U001,200712105,WALG associates,00:32.1,2020,1930706301,12/30/2022 0:00,00:00.0,12/31/2022 0:00,NAA8,35239.94,0-15
1006,U001,200769623,WAL-MAR associates,14:55.3,2020,1930630742,12/31/2022 0:00,00:00.0,1/1/2023 0:00,NAH4,737.42,0-15
1007,U001,200769623,WAL-MAR corp,47:50.1,2020,1930585317,1/1/2023 0:00,00:00.0,1/2/2023 0:00,NAH4,396.55,0-15
1008,U001,200769623,WAL-MAR corp,03:55.2,2020,1930773919,1/2/2023 0:00,00:00.0,1/3/2023 0:00,NAH4,1898.2,0-15
1009,U001,200773364,U R M  us,59:42.8,2020,1930704551,1/3/2023 0:00,00:00.0,1/4/2023 0:00,NAA8,115867.81,0-15
1010,U001,200974851,RESTA foundation,41:16.6,2020,1930752977,1/4/2023 0:00,00:00.0,1/5/2023 0:00,NAA8,748.72,0-15
1011,U001,CCU002,KRFT FDS us,21:22.6,2020,1930681828,1/5/2023 0:00,00:00.0,1/6/2023 0:00,NAG2,9134.4,0-15
1012,U001,200769623,WAL-MAR trust,22:56.8,2020,1930780469,1/6/2023 0:00,00:00.0,1/7/2023 0:00,NAH4,3797.1,0-15
1013,U001,100004536,BAS ,33:46.6,2020,1930637046,1/7/2023 0:00,00:00.0,1/8/2023 0:00,NAGD,8977.85,
1014,U001,100052284,TREASURE trust,41:23.8,2020,1930732454,1/8/2023 0:00,00:00.0,1/9/2023 0:00,NAA8,461,
1015,U001,200793568,SUPE corporation,58:39.9,2020,1930810514,1/9/2023 0:00,00:00.0,1/10/2023 0:00,NAA8,91618.27,0-15
1016,U001,200706844,WINC ,47:55.4,2020,1930740342,1/10/2023 0:00,00:00.0,1/11/2023 0:00,NAA8,4022.7,0-15
1017,U001,200759878,SA co,30:19.8,2020,1930854605,1/11/2023 0:00,00:00.0,1/12/2023 0:00,NAH4,14940.54,0-15
1018,U001,200148860,DOLLA corp,20:35.1,2020,1930802685,1/12/2023 0:00,00:00.0,1/13/2023 0:00,NAA8,76590.34,
1019,CA02,140104409,LOB us,44:34.2,2020,2960631830,1/13/2023 0:00,00:00.0,1/14/2023 0:00,CA10,102388.265,0-15
1020,U001,200148860,DOLLA foundation,56:27.5,2020,1930638622,1/14/2023 0:00,00:00.0,1/15/2023 0:00,NAGD,28573.21,
1021,U001,200749782,KROG systems,59:22.3,2020,1930638516,1/15/2023 0:00,00:00.0,1/16/2023 0:00,NAA8,124116.13,0-15
1022,U001,200794332,COST trust,39:58.2,2020,1930662123,1/16/2023 0:00,00:00.0,1/17/2023 0:00,NAGD,50146.62,
1023,U001,200707741,SMART &  corporation,32:43.6,2020,1930705444,1/17/2023 0:00,00:00.0,1/18/2023 0:00,NAA8,17509.76,
1024,U001,100031704,DELHAIZE ,13:55.7,2020,1930830149,1/18/2023 0:00,00:00.0,1/19/2023 0:00,NAA8,61566.66,
1025,U001,200719839,ASSOCI ,30:01.6,2020,1930671737,1/19/2023 0:00,00:00.0,1/20/2023 0:00,NAA8,47672.4,0-15
1026,U001,200779051,AFFILI systems,17:09.3,2020,1930723033,1/20/2023 0:00,00:00.0,1/21/2023 0:00,NAA8,36869.7,16-30
1027,U001,200794332,COST us,38:59.5,2020,1930838003,1/21/2023 0:00,00:00.0,1/22/2023 0:00,NAAX,15526.7,0-15
1028,U001,200769623,WAL-MAR in,38:17.9,2020,1930829783,1/22/2023 0:00,00:00.0,1/23/2023 0:00,NAH4,9208.77,0-15
1029,U001,200794332,COST foundation,38:07.5,2020,1930758987,1/23/2023 0:00,00:00.0,1/24/2023 0:00,NAAX,13765.6,0-15
1030,U001,200772670,ASSOCIAT associates,43:00.8,2020,1930704501,1/24/2023 0:00,00:00.0,1/25/2023 0:00,NAU5,66415.22,0-15
1031,U001,200418007,AM in,21:56.1,2020,1930731271,1/25/2023 0:00,00:00.0,1/26/2023 0:00,NAA8,67429.17,16-30
1032,U001,200726979,BJ'S  ,33:33.5,2020,1930616885,1/26/2023 0:00,00:00.0,1/27/2023 0:00,NAA8,1135.71,0-15
1033,U001,200416837,DEC corporation,39:55.1,2020,1930857289,1/27/2023 0:00,00:00.0,1/28/2023 0:00,NAM4,299.04,
1034,U001,200723794,MID MO ,27:53.3,2020,1930828286,1/28/2023 0:00,00:00.0,1/29/2023 0:00,NAA8,78279.52,0-15
1035,U001,200705742,DOT foundation,37:53.5,2020,1930604970,1/29/2023 0:00,00:00.0,1/30/2023 0:00,NAAW,61744.25,
1036,CA02,140104409,LOB systems,46:30.5,2020,2960618879,1/30/2023 0:00,00:00.0,1/31/2023 0:00,CA10,5047.007,0-15
1037,U001,200706844,WINC co,05:27.1,2020,1930619831,1/31/2023 0:00,00:00.0,2/1/2023 0:00,NAA8,28224.39,0-15
1038,U001,200769623,WAL-MAR in,36:17.4,2020,1930645542,2/1/2023 0:00,00:00.0,2/2/2023 0:00,NAH4,5151.33,0-15
1039,U001,200769623,WAL-MAR corporation,59:37.0,2020,1930791182,2/2/2023 0:00,00:00.0,2/3/2023 0:00,NAH4,41523.81,0-15
1040,U001,200418007,AM associates,32:26.2,2020,1930802303,2/3/2023 0:00,00:00.0,2/4/2023 0:00,NAA8,8510.28,16-30
1041,U001,100031704,DELHAIZE trust,26:55.0,2020,1930785539,2/4/2023 0:00,00:00.0,2/5/2023 0:00,NAGD,35677.44,0-15
1042,U001,200769623,WAL-MAR in,25:53.6,2020,1930830752,2/5/2023 0:00,00:00.0,2/6/2023 0:00,NAH4,51014.88,0-15
1043,U001,200762301,C&S WH corporation,15:17.9,2020,1930802379,2/6/2023 0:00,00:00.0,2/7/2023 0:00,NAC6,1011.54,0-15
1044,U001,200974851,RESTA corporation,16:34.1,2020,1930708336,2/7/2023 0:00,00:00.0,2/8/2023 0:00,NAD1,557.41,0-15
1045,CA02,140104423,METRO  ,24:54.1,2020,2960624106,2/8/2023 0:00,00:00.0,2/9/2023 0:00,CA10,167168.19,0-15
1046,U001,200769623,WAL-MAR ,19:31.8,2020,1930780947,2/9/2023 0:00,00:00.0,2/10/2023 0:00,NAH4,7909.57,0-15
1047,U001,200794332,COST in,59:29.2,2020,1930682299,2/10/2023 0:00,00:00.0,2/11/2023 0:00,NAAX,56700.4,0-15
1048,U001,200769623,WAL-MAR systems,52:20.1,2020,1930606537,2/11/2023 0:00,00:00.0,2/12/2023 0:00,NAH4,17660.16,0-15
1049,U001,200769623,WAL-MAR in,18:11.5,2020,1930651360,2/12/2023 0:00,00:00.0,2/13/2023 0:00,NAH4,1356.55,0-15
1050,U001,200769623,WAL-MAR trust,24:57.3,2020,1930717465,2/13/2023 0:00,00:00.0,2/14/2023 0:00,NAH4,21626.27,0-15
1051,U013,100050556,Progres corporation,54:50.6,2020,1991838694,2/14/2023 0:00,00:00.0,2/15/2023 0:00,NAVD,6688.9,0-15
1052,U001,200743996,STATER  trust,48:13.4,2020,1930705119,2/15/2023 0:00,00:00.0,2/16/2023 0:00,NAA8,94022.12,0-15
1053,U001,200974851,RESTA us,30:45.8,2020,1930668408,2/16/2023 0:00,00:00.0,2/17/2023 0:00,NAA8,1458.07,0-15
1054,U001,200739006,AL trust,54:08.0,2020,1930825991,2/17/2023 0:00,00:00.0,2/18/2023 0:00,NAA8,21300,16-30
1055,U001,200769623,WAL-MAR foundation,34:39.2,2020,1930653051,2/18/2023 0:00,00:00.0,2/19/2023 0:00,NAH4,21195.66,0-15
1056,U001,200769623,WAL-MAR co,30:23.5,2020,1930718332,2/19/2023 0:00,00:00.0,2/20/2023 0:00,NAH4,1012.15,0-15
1057,U001,200776463,KROGE systems,43:05.1,2020,1930605618,2/20/2023 0:00,00:00.0,2/21/2023 0:00,NAA8,18634.83,0-15
1058,U001,200769369,DI us,33:26.8,2020,1930805999,2/21/2023 0:00,00:00.0,2/22/2023 0:00,NAA8,15651.48,0-15
1059,U001,200769623,WAL-MAR corp,08:31.6,2020,1930748523,2/22/2023 0:00,00:00.0,2/23/2023 0:00,NAH4,12240.48,0-15
1060,U001,200020431,DEC associates,45:33.2,2020,1930860529,2/23/2023 0:00,00:00.0,2/24/2023 0:00,NAM4,2744.3,
1061,U001,CCU013,KRAFT F llc,39:51.2,2020,1930584238,2/24/2023 0:00,00:00.0,2/25/2023 0:00,NAX2,10044,31-45
1062,U001,200794332,COST foundation,14:27.0,2020,1930794665,2/25/2023 0:00,00:00.0,2/26/2023 0:00,NAAX,40455.53,0-15
1063,U001,200353024,DECA associates,41:30.5,2020,1930876634,2/26/2023 0:00,00:00.0,2/27/2023 0:00,NAM2,10305.3,
1064,U001,200744019,TARG corporation,40:46.4,2020,1930767351,2/27/2023 0:00,00:00.0,2/28/2023 0:00,NAA8,5429.19,0-15
1065,U001,200778870,C corp,39:30.7,2020,1930822322,2/28/2023 0:00,00:00.0,3/1/2023 0:00,NAA8,26676.21,0-15
1066,U001,200705372,FR co,01:27.5,2020,1930604563,3/1/2023 0:00,00:00.0,3/2/2023 0:00,NAA8,113792.61,0-15
1067,U001,200149567,RESER llc,28:51.6,2020,1930670766,3/2/2023 0:00,00:00.0,3/3/2023 0:00,NABG,9243.47,0-15
1068,U001,200126819,MCLANE ,26:05.0,2020,1930797992,3/3/2023 0:00,00:00.0,3/4/2023 0:00,NAA8,17615.52,0-15
1069,CA02,140106316,ALI ,28:02.5,2020,2960620663,3/4/2023 0:00,00:00.0,3/5/2023 0:00,CA10,9457.812,0-15
1070,CA02,140104234,DEALER associates,30:20.2,2020,2960627392,3/5/2023 0:00,00:00.0,3/6/2023 0:00,CA10,1963.15,0-15
1071,U001,200726979,BJ'S  foundation,23:57.9,2020,1930876100,3/6/2023 0:00,00:00.0,3/7/2023 0:00,NAA8,165.65,0-15
